Trait1	Trait2	Common_eGenes	eGene_Ratio	eGene_List
IGA_glomerulonephritis	longevity	1	0.02631578947368421	['ASCC2']
IGA_glomerulonephritis	lung_carcinoma	1	0.02631578947368421	['ZMAT5']
IGA_glomerulonephritis	luteinizing_hormone_measurement__hormone_measurement	1	0.02631578947368421	['EXT2']
IGA_glomerulonephritis	multiple_sclerosis	2	0.05263157894736842	['RP11-367J7.3', 'FCRL3']
IGA_glomerulonephritis	optic_disc_area_measurement	3	0.07894736842105263	['ASCC2', 'LIF', 'CTA-85E5.10']
IGA_glomerulonephritis	psoriasis	3	0.07894736842105263	['ITGAX', 'RP11-196G11.2', 'PRSS36']
IGA_glomerulonephritis	response_to_TNF_antagonist	1	0.02631578947368421	['C9orf72']
IGA_glomerulonephritis	response_to_anticoagulant	1	0.02631578947368421	['RP11-196G11.2']
IGA_glomerulonephritis	response_to_candesartan__hypertension	1	0.02631578947368421	['IL18R1']
IGA_glomerulonephritis	response_to_radiation__prostate_carcinoma	1	0.02631578947368421	['C9orf72']
IGA_glomerulonephritis	rheumatoid_arthritis	3	0.07894736842105263	['RP11-367J7.3', 'FCRL3', 'PADI4']
IGA_glomerulonephritis	seasonal_allergic_rhinitis__asthma	1	0.02631578947368421	['IL18R1']
IGA_glomerulonephritis	serum_IgG_glycosylation_measurement	1	0.02631578947368421	['ST6GAL1']
IGA_glomerulonephritis	serum_IgM_measurement	2	0.05263157894736842	['TNFSF13', 'TNFSF12']
IGA_glomerulonephritis	serum_ST2_measurement	1	0.02631578947368421	['IL18R1']
IGA_glomerulonephritis	sex_hormone_globulin_binding_measurement	3	0.07894736842105263	['SHBG', 'TNFSF12', 'CD68']
IGA_glomerulonephritis	sporadic_amyotrophic_lateral_sclerosis	1	0.02631578947368421	['C9orf72']
IGA_glomerulonephritis	systemic_lupus_erythematosus	1	0.02631578947368421	['ITGAX']
IGA_glomerulonephritis	telomere_length	1	0.02631578947368421	['ASCC2']
IGA_glomerulonephritis	testosterone_measurement	2	0.05263157894736842	['SHBG', 'TNFSF12']
IGA_glomerulonephritis	type_II_diabetes_mellitus	4	0.10526315789473684	['SEC16A', 'CARD9', 'SDCCAG3', 'GPSM1']
IGA_glomerulonephritis	type_I_diabetes_mellitus	2	0.05263157894736842	['ASCC2', 'CTA-85E5.10']
IGA_glomerulonephritis	type_I_diabetes_mellitus__autoantibody_measurement	1	0.02631578947368421	['FCRL3']
IGA_glomerulonephritis	type_I_diabetes_mellitus__erectile_dysfunction	1	0.02631578947368421	['ZBTB41']
IGA_glomerulonephritis	waist_circumference	1	0.02631578947368421	['IL18R1']
IGF-1_measurement	Alzheimers_disease	1	0.125	['MACROD2']
IGF-1_measurement	Heschl's_gyrus_morphology_measurement	3	0.375	['DNAJB12', 'ASCC1', 'SPOCK2']
IGF-1_measurement	bipolar_disorder	1	0.125	['MACROD2']
IGF-1_measurement	blood_metabolite_measurement	2	0.25	['CYP4V2', 'F11']
IGF-1_measurement	body_height	2	0.25	['MACROD2', 'LINC00925']
IGF-1_measurement	coronary_artery_calcification	2	0.25	['CYP4V2', 'F11']
IGF-1_measurement	lumbar_disc_degeneration	1	0.125	['SPOCK2']
IGF-1_measurement	metabolite_measurement	2	0.25	['CYP4V2', 'F11']
IGF-1_measurement	partial_thromboplastin_time	1	0.125	['CYP4V2']
IGF-1_measurement	plasma_renin_activity_measurement	2	0.25	['CYP4V2', 'F11']
IGF-1_measurement	platelet_count	1	0.125	['DNAJB12']
IGF-1_measurement	serum_zinc_measurement	1	0.125	['MACROD2']
IGF-1_measurement	smoking_behavior	2	0.25	['ASCC1', 'SPOCK2']
IGF-1_measurement	squamous_cell_carcinoma__esophageal_carcinoma	1	0.125	['LINC00925']
IGF-1_measurement	vasoactive_peptide_measurement	2	0.25	['CYP4V2', 'F11']
IGF-1_measurement	venous_thromboembolism	1	0.125	['F11']
IGFBP-3_measurement	acne	1	0.07692307692307693	['ERI1']
IGFBP-3_measurement	blood_metabolite_measurement	4	0.3076923076923077	['HAGH', 'MRPS34', 'NUBP2', 'EME2']
IGFBP-3_measurement	body_height	1	0.07692307692307693	['ADAMTS17']
IGFBP-3_measurement	conduct_disorder	1	0.07692307692307693	['ERI1']
IGFBP-3_measurement	cumulative_dose_response_to_bevacizumab__breast_carcinoma__chemotherapy-induced_hypertension	1	0.07692307692307693	['ERI1']
IGFBP-3_measurement	energy_intake	1	0.07692307692307693	['METTL15']
IGFBP-3_measurement	multiple_myeloma	1	0.07692307692307693	['ERI1']
IGFBP-3_measurement	pathological_myopia	1	0.07692307692307693	['ERI1']
IGFBP-3_measurement	prostate_carcinoma	1	0.07692307692307693	['MLPH']
IGFBP-3_measurement	recombination_measurement	1	0.07692307692307693	['ERI1']
IGFBP-3_measurement	schizophrenia	1	0.07692307692307693	['ERI1']
IGFBP-3_measurement	vitamin_E_measurement	1	0.07692307692307693	['ERI1']
Keloid	body_height	1	0.5	['NEDD4']
Keloid	psychosis	1	0.5	['NEDD4']
Keloid	response_to_carboplatin__response_to_antineoplastic_agent	1	0.5	['PRTG']
Keratoconus	Parkinson's_disease	2	0.5	['DARS', 'TMEM163']
Keratoconus	blood_metabolite_measurement	1	0.25	['TMEM163']
Keratoconus	body_mass_index	3	0.75	['DARS', 'UBXN4', 'TMEM163']
Keratoconus	cocaine_dependence	1	0.25	['TMEM163']
Keratoconus	phospholipid_measurement	1	0.25	['DARS']
Keratoconus	response_to_diisocyanate__asthma	1	0.25	['TMEM163']
Keratoconus	schizophrenia	1	0.25	['UBXN4']
Keratoconus	telomere_length	1	0.25	['DARS']
Keratoconus	total_cholesterol_measurement	3	0.75	['DARS', 'UBXN4', 'TMEM163']
Keratoconus	type_II_diabetes_mellitus	1	0.25	['TMEM163']
LDL_peak_particle_diameter_measurement__total_fat_intake_measurement	bladder_carcinoma	1	0.1111111111111111	['SH3BGRL2']
LDL_peak_particle_diameter_measurement__total_fat_intake_measurement	body_height	1	0.1111111111111111	['CTC-228N24.3']
LDL_peak_particle_diameter_measurement__total_fat_intake_measurement	body_mass_index	1	0.1111111111111111	['RGS19']
LDL_peak_particle_diameter_measurement__total_fat_intake_measurement	carcinoid_tumor	1	0.1111111111111111	['CTC-228N24.3']
LDL_peak_particle_diameter_measurement__total_fat_intake_measurement	coronary_heart_disease	1	0.1111111111111111	['MIA3']
LDL_peak_particle_diameter_measurement__total_fat_intake_measurement	myocardial_infarction	1	0.1111111111111111	['MIA3']
LDL_peak_particle_diameter_measurement__total_fat_intake_measurement	obesity	1	0.1111111111111111	['CTC-228N24.3']
LDL_peak_particle_diameter_measurement__total_fat_intake_measurement	thyroid_stimulating_hormone_measurement	3	0.3333333333333333	['THBS4', 'OPRL1', 'RGS19']
Lewy_body_dementia__Lewy_body_dementia_measurement	Alzheimers_disease	1	0.0625	['TRIM66']
Lewy_body_dementia__Lewy_body_dementia_measurement	DNA_methylation	1	0.0625	['TRIM66']
Lewy_body_dementia__Lewy_body_dementia_measurement	age_at_menarche	1	0.0625	['TRIM66']
Lewy_body_dementia__Lewy_body_dementia_measurement	blood_metabolite_measurement	3	0.1875	['HPS5', 'GTF2H1', 'LDHA']
Lewy_body_dementia__Lewy_body_dementia_measurement	body_mass_index	2	0.125	['PDLIM5', 'TRIM66']
Lewy_body_dementia__Lewy_body_dementia_measurement	breast_carcinoma	1	0.0625	['SVEP1']
Lewy_body_dementia__Lewy_body_dementia_measurement	chronic_lymphocytic_leukemia	1	0.0625	['RP11-3B12.1']
Lewy_body_dementia__Lewy_body_dementia_measurement	cutaneous_melanoma	2	0.125	['GPR37', 'RP11-3B12.1']
Lewy_body_dementia__Lewy_body_dementia_measurement	hypospadias	1	0.0625	['TRIM66']
Lewy_body_dementia__Lewy_body_dementia_measurement	metabolite_measurement	2	0.125	['HPS5', 'GTF2H1']
Lewy_body_dementia__Lewy_body_dementia_measurement	migraine_disorder	1	0.0625	['ACADSB']
Lewy_body_dementia__Lewy_body_dementia_measurement	obesity	1	0.0625	['TRIM66']
Lewy_body_dementia__Lewy_body_dementia_measurement	pancreatic_carcinoma	3	0.1875	['HPS5', 'GTF2H1', 'LDHA']
Lewy_body_dementia__Lewy_body_dementia_measurement	prostate_carcinoma	1	0.0625	['PDLIM5']
Lewy_body_dementia__Lewy_body_dementia_measurement	response_to_temozolomide	1	0.0625	['MGMT']
Lewy_body_dementia__Lewy_body_dementia_measurement	schizophrenia	1	0.0625	['PEBP4']
Lewy_body_dementia__Lewy_body_dementia_measurement	serum_amyloid_A_protein_measurement	3	0.1875	['HPS5', 'GTF2H1', 'LDHA']
Lewy_body_dementia__Lewy_body_dementia_measurement	smoking_behavior__gene_methylation_measurement	1	0.0625	['MGMT']
MHPG_measurement	QT_interval	1	0.125	['IFT81']
MHPG_measurement	body_height	1	0.125	['DIRC3']
MHPG_measurement	body_mass_index	1	0.125	['DIRC3']
MHPG_measurement	breast_carcinoma	1	0.125	['DIRC3']
MHPG_measurement	high_density_lipoprotein_cholesterol_measurement__metabolic_syndrome	1	0.125	['IFT81']
MHPG_measurement	pulmonary_function_measurement__forced_expiratory_volume	1	0.125	['DIRC3']
MHPG_measurement	thyroid_carcinoma	1	0.125	['DIRC3']
MMR-related_febrile_seizures	age-related_macular_degeneration	2	0.2222222222222222	['RP11-328D5.1', 'CD46']
MMR-related_febrile_seizures	age_at_menarche	1	0.1111111111111111	['WRB']
MMR-related_febrile_seizures	age_at_menopause	1	0.1111111111111111	['BAG6']
MMR-related_febrile_seizures	antibody_measurement__Epstein-Barr_virus_infection	2	0.2222222222222222	['NOTCH4', 'BAG6']
MMR-related_febrile_seizures	asparaginase_hypersensitivity__acute_lymphoblastic_leukemia	1	0.1111111111111111	['NOTCH4']
MMR-related_febrile_seizures	atopic_eczema	1	0.1111111111111111	['NOTCH4']
MMR-related_febrile_seizures	body_height	1	0.1111111111111111	['BAG6']
MMR-related_febrile_seizures	cutaneous_lupus_erythematosus	2	0.2222222222222222	['NOTCH4', 'APOM']
MMR-related_febrile_seizures	diastolic_blood_pressure	1	0.1111111111111111	['BAG6']
MMR-related_febrile_seizures	heart_rate	1	0.1111111111111111	['RP11-328D5.1']
MMR-related_febrile_seizures	hypertension	1	0.1111111111111111	['BAG6']
MMR-related_febrile_seizures	lung_adenocarcinoma	2	0.2222222222222222	['NOTCH4', 'APOM']
MMR-related_febrile_seizures	lung_carcinoma	2	0.2222222222222222	['NOTCH4', 'APOM']
MMR-related_febrile_seizures	phospholipid_measurement	1	0.1111111111111111	['NOTCH4']
MMR-related_febrile_seizures	psychosis	1	0.1111111111111111	['BAG6']
MMR-related_febrile_seizures	response_to_triptolide__cytotoxicity_measurement	1	0.1111111111111111	['CAPN2']
MMR-related_febrile_seizures	resting_heart_rate	1	0.1111111111111111	['RP11-328D5.1']
MMR-related_febrile_seizures	schizophrenia	4	0.4444444444444444	['CD46', 'BAG6', 'CAPN2', 'C1orf132']
MMR-related_febrile_seizures	systemic_lupus_erythematosus	2	0.2222222222222222	['NOTCH4', 'APOM']
MMR-related_febrile_seizures	systolic_blood_pressure	1	0.1111111111111111	['BAG6']
Malignant_epithelial_tumor_of_ovary	Alzheimers_disease	4	0.10526315789473684	['WNT3', 'KANSL1', 'MAPT', 'NSF']
Malignant_epithelial_tumor_of_ovary	Bronchopulmonary_dysplasia	1	0.02631578947368421	['TNK2']
Malignant_epithelial_tumor_of_ovary	Corticobasal_degeneration	3	0.07894736842105263	['WNT3', 'KANSL1', 'MAPT']
Malignant_epithelial_tumor_of_ovary	ICAM-1_measurement	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	Meningioma	1	0.02631578947368421	['MLLT10']
Malignant_epithelial_tumor_of_ovary	Progressive_supranuclear_palsy	3	0.07894736842105263	['WNT3', 'KANSL1', 'MAPT']
Malignant_epithelial_tumor_of_ovary	alkaline_phosphatase_measurement	3	0.07894736842105263	['PYGB', 'RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	androgenetic_alopecia	3	0.07894736842105263	['WNT3', 'KANSL1', 'MAPT']
Malignant_epithelial_tumor_of_ovary	angiotensin_converting_enzyme_activity_measurement	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	areal_bone_mineral_density	1	0.02631578947368421	['CPED1']
Malignant_epithelial_tumor_of_ovary	axial_length_measurement	2	0.05263157894736842	['GNL2', 'MEAF6']
Malignant_epithelial_tumor_of_ovary	blood_metabolite_measurement	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	body_mass_index	1	0.02631578947368421	['SKAP1']
Malignant_epithelial_tumor_of_ovary	bone_density	5	0.13157894736842105	['WNT3', 'KANSL1', 'CPED1', 'MAPT', 'WNT4']
Malignant_epithelial_tumor_of_ovary	bone_mineral_content_measurement	1	0.02631578947368421	['CPED1']
Malignant_epithelial_tumor_of_ovary	calcium_measurement	1	0.02631578947368421	['PYGB']
Malignant_epithelial_tumor_of_ovary	cancer_biomarker_measurement	3	0.07894736842105263	['SKAP1', 'RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	celiac_disease	3	0.07894736842105263	['WNT3', 'MAPT', 'NSF']
Malignant_epithelial_tumor_of_ovary	cis-trans-18:2_fatty_acid_measurement__trans_fatty_acid_measurement	1	0.02631578947368421	['PLVAP']
Malignant_epithelial_tumor_of_ovary	coagulation_factor_measurement	3	0.07894736842105263	['SKAP1', 'RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	coronary_heart_disease	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	e-selectin_measurement	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	endothelial_growth_factor_measurement__angiopoietin-2_receptor_measurement	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	erythrocyte_count	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	factor_VIII_measurement	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	freckles	1	0.02631578947368421	['BNC2']
Malignant_epithelial_tumor_of_ovary	glycerophospholipid_measurement__blood_metabolite_measurement	1	0.02631578947368421	['PLVAP']
Malignant_epithelial_tumor_of_ovary	hematocrit	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	hemoglobin_measurement	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	hemoglobin_measurement__mean_corpuscular_hemoglobin	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	high_density_lipoprotein_cholesterol_measurement__metabolic_syndrome	1	0.02631578947368421	['PLVAP']
Malignant_epithelial_tumor_of_ovary	idiopathic_pulmonary_fibrosis	2	0.05263157894736842	['WNT3', 'MAPT']
Malignant_epithelial_tumor_of_ovary	infant_head_circumference	1	0.02631578947368421	['MAPT']
Malignant_epithelial_tumor_of_ovary	interstitial_lung_disease	3	0.07894736842105263	['WNT3', 'KANSL1', 'MAPT']
Malignant_epithelial_tumor_of_ovary	intra_cranial_volume	4	0.10526315789473684	['WNT3', 'KANSL1', 'MAPT', 'NSF']
Malignant_epithelial_tumor_of_ovary	intraocular_pressure_measurement	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	iron_biomarker_measurement__ferritin_measurement	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	large_artery_stroke__coronary_heart_disease	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	low_density_lipoprotein_cholesterol_measurement	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	magnesium_measurement	1	0.02631578947368421	['HOXD-AS1']
Malignant_epithelial_tumor_of_ovary	malaria	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	motion_sickness	2	0.05263157894736842	['HOXD-AS1', 'RP11-387A1.5']
Malignant_epithelial_tumor_of_ovary	obesity	2	0.05263157894736842	['HOXB3', 'HOXB-AS1']
Malignant_epithelial_tumor_of_ovary	odontogenesis	3	0.07894736842105263	['HOXB3', 'SKAP1', 'HOXB-AS1']
Malignant_epithelial_tumor_of_ovary	omega-6_polyunsaturated_fatty_acid_measurement	1	0.02631578947368421	['PLVAP']
Malignant_epithelial_tumor_of_ovary	ovarian_mucinous_adenocarcinoma	3	0.07894736842105263	['AC009336.24', 'RP11-387A1.5', 'HOXD-AS1']
Malignant_epithelial_tumor_of_ovary	schizophrenia	1	0.02631578947368421	['AXIN1']
Malignant_epithelial_tumor_of_ovary	seasonal_allergic_rhinitis	1	0.02631578947368421	['PYGB']
Malignant_epithelial_tumor_of_ovary	serum_IgG_glycosylation_measurement	2	0.05263157894736842	['HOXD-AS1', 'AC009336.24']
Malignant_epithelial_tumor_of_ovary	serum_carcinoembryonic_antigen_measurement	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	serum_lipase_activity_measurement	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	smoking_behavior__3-hydroxy-1-methylpropylmercapturic_acid_measurement	1	0.02631578947368421	['SKAP1']
Malignant_epithelial_tumor_of_ovary	soluble_P-selectin_measurement	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	stroke__coronary_heart_disease	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	systemic_lupus_erythematosus	1	0.02631578947368421	['MRPL34']
Malignant_epithelial_tumor_of_ovary	total_cholesterol_measurement	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	triple-negative_breast_cancer	2	0.05263157894736842	['MRPL34', 'ABHD8']
Malignant_epithelial_tumor_of_ovary	urinary_metabolite_measurement	3	0.07894736842105263	['SKAP1', 'RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	venous_thromboembolism	2	0.05263157894736842	['RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	von_Willebrand_factor_measurement	3	0.07894736842105263	['SKAP1', 'RP11-430N14.4', 'ABO']
Malignant_epithelial_tumor_of_ovary	waist_circumference__anthropometry	1	0.02631578947368421	['SYNPO2']
Meningioma	Malignant_epithelial_tumor_of_ovary	1	1.0	['MLLT10']
Meningioma	ovarian_carcinoma	1	1.0	['MLLT10']
Mitral_valve_prolapse	FEV-FEC_ratio	1	0.09090909090909091	['SETD4']
Mitral_valve_prolapse	blood_metabolite_measurement	1	0.09090909090909091	['GLIS1']
Mitral_valve_prolapse	bone_density	2	0.18181818181818182	['SRR', 'SETD4']
Mitral_valve_prolapse	coronary_heart_disease	3	0.2727272727272727	['TSR1', 'SRR', 'SGSM2']
Mitral_valve_prolapse	pulmonary_function_measurement__FEV-FEC_ratio	1	0.09090909090909091	['SETD4']
Mitral_valve_prolapse	response_to_diisocyanate__asthma	1	0.09090909090909091	['DPH1']
Mitral_valve_prolapse	schizophrenia	4	0.36363636363636365	['SRR', 'LINC00312', 'SGSM2', 'SETD4']
Mitral_valve_prolapse	squamous_cell_carcinoma__esophageal_carcinoma	3	0.2727272727272727	['TSR1', 'SRR', 'SGSM2']
Mitral_valve_prolapse	type_II_diabetes_mellitus	3	0.2727272727272727	['TSR1', 'SRR', 'SGSM2']
Myasthenia_gravis	Graves_disease	1	1.0	['CTLA4']
Myasthenia_gravis	alopecia_areata	1	1.0	['CTLA4']
Myasthenia_gravis	hypothyroidism	1	1.0	['CTLA4']
Myasthenia_gravis	rheumatoid_arthritis	1	1.0	['CTLA4']
Myasthenia_gravis	type_I_diabetes_mellitus	1	1.0	['CTLA4']
Myasthenia_gravis	type_I_diabetes_mellitus__autoantibody_measurement	1	1.0	['CTLA4']
Myopia	Abnormality_of_refraction	1	1.0	['TOX']
Myopia	Astigmatism	1	1.0	['TOX']
Myopia	RR_interval	1	1.0	['TOX']
Myopia	hypermetropia	1	1.0	['TOX']
Myopia	visceral:subcutaneous_adipose_tissue_ratio	1	1.0	['TOX']
N-glycan_measurement	C-reactive_protein_measurement	3	0.75	['SPPL3', 'C12orf43', 'MLEC']
N-glycan_measurement	blood_metabolite_measurement	3	0.75	['SPPL3', 'C12orf43', 'MLEC']
N-glycan_measurement	coronary_heart_disease	2	0.5	['C12orf43', 'MLEC']
N-glycan_measurement	diabetic_nephropathy	1	0.25	['CASC9']
N-glycan_measurement	homocysteine_measurement	3	0.75	['SPPL3', 'C12orf43', 'MLEC']
N-glycan_measurement	inflammatory_response	2	0.5	['SPPL3', 'C12orf43']
N-glycan_measurement	liver_enzyme_measurement__serum_gamma-glutamyl_transferase_measurement	2	0.5	['C12orf43', 'MLEC']
N-glycan_measurement	longevity	1	0.25	['SPPL3']
N-glycan_measurement	low_density_lipoprotein_cholesterol_measurement	3	0.75	['SPPL3', 'C12orf43', 'MLEC']
N-glycan_measurement	metabolite_measurement	3	0.75	['SPPL3', 'C12orf43', 'MLEC']
N-glycan_measurement	pancreatic_carcinoma	2	0.5	['C12orf43', 'MLEC']
N-glycan_measurement	serum_alpha-1-antitrypsin_measurement	3	0.75	['SPPL3', 'C12orf43', 'MLEC']
N-glycan_measurement	serum_gamma-glutamyl_transferase_measurement	3	0.75	['SPPL3', 'C12orf43', 'MLEC']
N-glycan_measurement	total_cholesterol_measurement	3	0.75	['SPPL3', 'C12orf43', 'MLEC']
N-glycan_measurement	type_II_diabetes_mellitus	2	0.5	['SPPL3', 'C12orf43']
N-glycan_measurement	urate_measurement	3	0.75	['SPPL3', 'C12orf43', 'MLEC']
N-glycan_measurement	urinary_metabolite_measurement	2	0.5	['SPPL3', 'C12orf43']
N-glycan_measurement	very_long-chain_saturated_fatty_acid_measurement	1	0.25	['SPPL3']
NT-proBNP_measurement	BNP_measurement	2	0.2857142857142857	['MTHFR', 'NPPA-AS1']
NT-proBNP_measurement	atrial_fibrillation	3	0.42857142857142855	['MTHFR', 'CLCN6', 'NPPA-AS1']
NT-proBNP_measurement	esophageal_carcinoma	1	0.14285714285714285	['TTC28']
NT-proBNP_measurement	homocysteine_measurement	2	0.2857142857142857	['MTHFR', 'NPPA-AS1']
NT-proBNP_measurement	mean_arterial_pressure	2	0.2857142857142857	['MTHFR', 'CLCN6']
NT-proBNP_measurement	neurofibrilliary_tangles_measurement	1	0.14285714285714285	['C22orf34']
NT-proBNP_measurement	optic_cup_area_measurement	1	0.14285714285714285	['TTC28']
NT-proBNP_measurement	optic_disc_size_measurement	1	0.14285714285714285	['TTC28']
NT-proBNP_measurement	sitting_height_ratio	1	0.14285714285714285	['C22orf34']
NT-proBNP_measurement	squamous_cell_carcinoma__esophageal_carcinoma	1	0.14285714285714285	['TTC28']
NT-proBNP_measurement	systolic_blood_pressure	2	0.2857142857142857	['MTHFR', 'CLCN6']
Nephroblastoma	C-reactive_protein_measurement	1	0.25	['MACF1']
Nephroblastoma	diabetic_nephropathy	1	0.25	['MACF1']
Nephroblastoma	high_density_lipoprotein_cholesterol_measurement	1	0.25	['MACF1']
Nephroblastoma	inflammatory_bowel_disease	1	0.25	['MACF1']
PR_interval	Brugada_syndrome	1	0.16666666666666666	['ULK4']
PR_interval	calcium_intake_measurement__colorectal_cancer	1	0.16666666666666666	['TMEM200A']
PR_interval	diastolic_blood_pressure	1	0.16666666666666666	['ULK4']
PR_interval	exploratory_eye_movement_measurement	1	0.16666666666666666	['TMEM200A']
PR_interval	intraocular_pressure_measurement	1	0.16666666666666666	['AC002066.1']
PR_interval	multiple_myeloma	1	0.16666666666666666	['ULK4']
PR_interval	multiple_myeloma__monoclonal_gammopathy	1	0.16666666666666666	['ULK4']
PR_interval	open-angle_glaucoma	1	0.16666666666666666	['AC002066.1']
PR_interval	pulse_pressure_measurement	1	0.16666666666666666	['ULK4']
PR_interval	rheumatoid_arthritis	1	0.16666666666666666	['ULK4']
PR_interval__Trypanosoma_cruzi_seropositivity	AIDS	1	0.25	['CHD1L']
PR_interval__Trypanosoma_cruzi_seropositivity	QT_interval	1	0.25	['CAV2']
PR_interval__Trypanosoma_cruzi_seropositivity	hemoglobin_measurement	1	0.25	['CHD1L']
PR_interval__Trypanosoma_cruzi_seropositivity	intraocular_pressure_measurement	1	0.25	['CAV2']
PR_interval__Trypanosoma_cruzi_seropositivity	mean_corpuscular_hemoglobin	1	0.25	['CAV2']
PR_interval__Trypanosoma_cruzi_seropositivity	mitochondrial_DNA_measurement	1	0.25	['CHD1L']
PR_interval__Trypanosoma_cruzi_seropositivity	open-angle_glaucoma	1	0.25	['CAV2']
PR_interval__Trypanosoma_cruzi_seropositivity	resistin_measurement	1	0.25	['CHD1L']
PR_interval__Trypanosoma_cruzi_seropositivity	schizophrenia	1	0.25	['PDZD2']
PR_interval__Trypanosoma_cruzi_seropositivity	testicular_carcinoma	1	0.25	['PDZD2']
PR_segment	Brugada_syndrome	1	0.25	['ULK4']
PR_segment	Crohn's_disease	1	0.25	['LRCH1']
PR_segment	QRS_complex	1	0.25	['ULK4']
PR_segment	QRS_duration	1	0.25	['ULK4']
PR_segment	celiac_disease	1	0.25	['LRCH1']
PR_segment	coronary_artery_calcification	1	0.25	['XPO4']
PR_segment	diastolic_blood_pressure	1	0.25	['ULK4']
PR_segment	electrocardiography__PR_interval	1	0.25	['ULK4']
PR_segment	immune_system_disease	1	0.25	['LRCH1']
PR_segment	inflammatory_bowel_disease	1	0.25	['LRCH1']
PR_segment	intraocular_pressure_measurement	1	0.25	['AC002066.1']
PR_segment	multiple_myeloma	1	0.25	['ULK4']
PR_segment	multiple_myeloma__monoclonal_gammopathy	1	0.25	['ULK4']
PR_segment	open-angle_glaucoma	1	0.25	['AC002066.1']
PR_segment	pulse_pressure_measurement	1	0.25	['ULK4']
PR_segment	rheumatoid_arthritis	1	0.25	['ULK4']
PR_segment	type_I_diabetes_mellitus	1	0.25	['LRCH1']
PR_segment	ulcerative_colitis	1	0.25	['LRCH1']
P_wave_duration	Brugada_syndrome	1	0.1	['ULK4']
P_wave_duration	Crohn's_disease	6	0.6	['DAGLA', 'TMEM258', 'RP11-467L20.10', 'FADS1', 'FADS3', 'FADS2']
P_wave_duration	HOMA-B	3	0.3	['FADS1', 'FADS2', 'TMEM258']
P_wave_duration	QRS_complex	1	0.1	['ULK4']
P_wave_duration	QRS_duration	1	0.1	['ULK4']
P_wave_duration	albumin_globulin_ratio_measurement	5	0.5	['DAGLA', 'FADS1', 'FADS3', 'FADS2', 'TMEM258']
P_wave_duration	alkaline_phosphatase_measurement	4	0.4	['FADS1', 'FADS3', 'FADS2', 'TMEM258']
P_wave_duration	arachidonic_acid_measurement__fatty_acid_measurement	5	0.5	['DAGLA', 'FADS1', 'FADS3', 'FADS2', 'TMEM258']
P_wave_duration	blood_metabolite_measurement	6	0.6	['DAGLA', 'TMEM258', 'RP11-467L20.10', 'FADS1', 'FADS3', 'FADS2']
P_wave_duration	body_height	5	0.5	['FADS1', 'FADS3', 'RP11-467L20.10', 'FADS2', 'TMEM258']
P_wave_duration	body_mass_index__fasting_blood_glucose_measurement	3	0.3	['FADS1', 'FADS2', 'TMEM258']
P_wave_duration	colorectal_cancer	5	0.5	['FADS1', 'FADS3', 'RP11-467L20.10', 'FADS2', 'TMEM258']
P_wave_duration	comprehensive_strength_index__muscle_measurement	6	0.6	['DAGLA', 'TMEM258', 'RP11-467L20.10', 'FADS1', 'FADS3', 'FADS2']
